dialogue_id,conversation,services,intent,service_calls
66_00118,"USER:How about a hotel?
SYSTEM:There are 10. Try Aloft Portland Airport At Cascade Station. They got a 4.3 rating.
USER:Can I bring Fido?
SYSTEM:Sure. Pets are welcome.
USER:Where they at, exactly?
SYSTEM:9920 Northeast Cascades Parkway.
USER:Cool. Book it.
SYSTEM:From March 7th to March 12th?
USER:Actually until March 11th.
SYSTEM:1 room at Aloft Portland Airport At Cascade Station in Portland from March 7th to March 11th. Correct.
USER:No, make it 3 rooms until the 9th of this month.
SYSTEM:3 rooms until March 9th?
USER:Yes. Whats this going to run me? An how do I speak with them?
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-07', 'check_out_date': '2019-03-09', 'hotel_name': 'Aloft Portland Airport At Cascade Station', 'location': 'Portland', 'number_of_rooms': '3'}}]
",['Travel_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-07', 'check_out_date': '2019-03-09', 'hotel_name': 'Aloft Portland Airport At Cascade Station', 'location': 'Portland', 'number_of_rooms': '3'}}]"
66_00119,"USER:Will you find one room in pet-friendly hotel?
SYSTEM:I found 10 hotels. 1 Hotel Brooklyn Bridge has a rating of 4.5.
USER:Anything else? Will you reserve 2 rooms?
SYSTEM:1 Hotel Central Park has a rating of 4.5.
USER:Fantastic. Will you reserve a room with check in on the 9th.
SYSTEM:Check out on March 11th?
USER:Check out on the 10th.
SYSTEM:Please confirm 2 rooms at 1 Hotel Central park in New York with check in on March 9th and check out on March 10th.
USER:Perfect. Address and phone number?
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-09', 'check_out_date': '2019-03-10', 'hotel_name': '1 Hotel Central Park', 'location': 'New York', 'number_of_rooms': '2'}}]
",['Travel_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-09', 'check_out_date': '2019-03-10', 'hotel_name': '1 Hotel Central Park', 'location': 'New York', 'number_of_rooms': '2'}}]"
66_00120,"USER:Ok. I'll need to find a hotel there.
SYSTEM:The Aloft Portland Airport At Cascade Station is rated 4.3.
USER:Does it allow pets?
SYSTEM:It welcomes pets.
USER:Ok. Lets try somewhere else because I have pet allergies.
SYSTEM:The Best Western Plus Portland Airport Hotel & Suites is rate 4.4. They do not allow pets.
USER:What's their address?
SYSTEM:Their address is 11938 Northeast Airport Way.
USER:Sweet. I want 1 room, checking out on the 12th. I'll just live hang out at the airport until my flight leaves.
SYSTEM:Checking in on March 5th?
USER:Yes, but actually, I want to check out on the 11th. I really like sleeping in airports.
SYSTEM:You want 1 room at the Best Western Plus Portland Airport Hotel & Suites in Portland cheking in on March 5th and checking out on March 11th.
USER:Yes. That is correct.
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'check_out_date': '2019-03-11', 'hotel_name': 'Best Western Plus Portland Airport Hotel & Suites', 'location': 'Portland', 'number_of_rooms': '1'}}]
",['Travel_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'check_out_date': '2019-03-11', 'hotel_name': 'Best Western Plus Portland Airport Hotel & Suites', 'location': 'Portland', 'number_of_rooms': '1'}}]"
66_00121,"USER:I'd like to look for a hotel in the area and reserve 1 room.
SYSTEM:What do you think about Aloft Portland Airport At Cascade Station, which has a 4.3 rating?
USER:Can you tell me its contact number and location?
SYSTEM:The contact number is +1 503-200-5678 and its location is 9920 Northeast cascades Parkway.
USER:That's fine by me; Id like to reserve a hotel room.
SYSTEM:Would you like to check in on MArch 1st?
USER:No, I'd like to check in on next Thursday.
SYSTEM:Would you like to check out on March 14th?
USER:I would like to check out on the 12th.
SYSTEM:Please verify the following information: you'd like to reserve 1 room at Aloft Portland Airport At Cascade Station in Portland. The check-in day is on March 7th, and the check-out day is March 12th.
USER:Yeah, that's fine by me; does the hotel perit pets?
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-07', 'check_out_date': '2019-03-12', 'hotel_name': 'Aloft Portland Airport At Cascade Station', 'location': 'Portland', 'number_of_rooms': '1'}}]
",['Travel_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-07', 'check_out_date': '2019-03-12', 'hotel_name': 'Aloft Portland Airport At Cascade Station', 'location': 'Portland', 'number_of_rooms': '1'}}]"
66_00122,"USER:Please find me two hotel rooms at destination.
SYSTEM:There's 10 hotels meeting your criteria, out of which I recommend 1 Hotel Brooklyn Bridge, rated at 4.5
USER:Can you please tell me their phone number as well as if they allow pets?
SYSTEM:The hotel can be reached at +1 833-625-6111 and it welcomes pets.
USER:Perfect. Let's place the reservation.
SYSTEM:You want the rooms from March 6th to March 10th?
USER:Yes, that's correct.
SYSTEM:Can you please confirm that you want 2 rooms at 1 Hotel Brooklyn Bridge in New York from March 6th to March 10th?
USER:Yes, that's correct. Can you please tell me the price as well as their address?
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-06', 'check_out_date': '2019-03-10', 'hotel_name': '1 Hotel Brooklyn Bridge', 'location': 'New York', 'number_of_rooms': '2'}}]
",['Travel_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-06', 'check_out_date': '2019-03-10', 'hotel_name': '1 Hotel Brooklyn Bridge', 'location': 'New York', 'number_of_rooms': '2'}}]"
66_00124,"USER:I want a hotel
SYSTEM:10 hotels ac hotel by marriott beverly hills 4.4
USER:anything else for you?
SYSTEM:airtel plaza hotel 3.9
USER:what phone number?0-224-7835
SYSTEM:+1 800-224-7835
USER:check in march 5th
SYSTEM:check out march 8th
USER:7th of march check out
SYSTEM:airtel plaza hotel los angeles check in march 5th march 7th checkout 1 room
USER:yes that works
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'check_out_date': '2019-03-07', 'hotel_name': 'Airtel Plaza Hotel', 'location': 'Los Angeles', 'number_of_rooms': '1'}}]
",['Travel_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'check_out_date': '2019-03-07', 'hotel_name': 'Airtel Plaza Hotel', 'location': 'Los Angeles', 'number_of_rooms': '1'}}]"
82_00000,"USER:Find me 1 hotel room.
SYSTEM:What city do you want to stay in?
USER:I want to stay in Sacramento.
SYSTEM:Search revealed 10 results. Best Western Plus Sutter House is a 1 star place.
USER:That works for me.
SYSTEM:Shall I book you a room?
USER:Yes, but not right now.
SYSTEM:Do you need more help?
USER:I want to reserve that hotel room for the 8th of March.
SYSTEM:How long is your stay?
USER:I will be staying 3 days.
SYSTEM:You want 1 room for 3 days at Best Western Plus Sutter House in Sacramento starting March 8th, correct?
USER:That is correct. Can you tell me their location?
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-08', 'destination': 'Sacramento', 'hotel_name': 'Best Western Plus Sutter House', 'number_of_days': '3', 'number_of_rooms': '1'}}]
",['Music_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-08', 'destination': 'Sacramento', 'hotel_name': 'Best Western Plus Sutter House', 'number_of_days': '3', 'number_of_rooms': '1'}}]"
82_00002,"USER:Help me look for a hotel room in Vancouver, BC.
SYSTEM:Atrium Inn Vancouver is a nice 3 star hotel.
USER:Okay, I like that.
SYSTEM:What else can I help you with?
USER:Let's go back to that hotel.
SYSTEM:Will you be checking in on March 8th?
USER:No, I want to check in on the 11th of March.
SYSTEM:And how long will you be staying.
USER:I'll be staying for two days.
SYSTEM:I'll reserve you 1 room for 2 days at Atrium Inn Vancouver in Vancouver with a check in on March 11th. Is that correct?
USER:Yes, that's correct. Can you tell me the cost for a night. And give me their phone number too.
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-11', 'destination': 'Vancouver', 'hotel_name': 'Atrium Inn Vancouver', 'number_of_days': '2', 'number_of_rooms': '1'}}]
",['Music_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-11', 'destination': 'Vancouver', 'hotel_name': 'Atrium Inn Vancouver', 'number_of_days': '2', 'number_of_rooms': '1'}}]"
82_00006,"USER:Will you find a hotel room in New York?
SYSTEM:1 Hotel Brooklyn Bridge is a 4 star hotel.
USER:Will you reserve a hotel room?
SYSTEM:Check in on March 8th for how many days?
USER:Will you reserve 3 rooms for 3 days with check in of 9th of March?
SYSTEM:Please confirm 3 rooms for 3 days at 1 Hotel Brooklyn Bridge in New York with check in on March 9th.
USER:Check in on the 8th for one day.
SYSTEM:Please confirm check in of March 8th for 1 day.
USER:Fine.
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-08', 'destination': 'New York', 'hotel_name': '1 Hotel Brooklyn Bridge', 'number_of_days': '1', 'number_of_rooms': '3'}}]
",['Music_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-08', 'destination': 'New York', 'hotel_name': '1 Hotel Brooklyn Bridge', 'number_of_days': '1', 'number_of_rooms': '3'}}]"
82_00016,"USER:Find me a one star hotel in London, England.
SYSTEM:Search revealed 10 places. 45 Park Lane is a 1 star hotel.
USER:Find me a hotel in Seattle.
SYSTEM:Search revealed 10 locations. Ace Hotel Seattle is a 1 star hotel.
USER:That works for me.
SYSTEM:Shall I book you a room?
USER:Yes, but not right now.
SYSTEM:Do you need more help?
USER:Book me one hotel room for one day on March 10th.
SYSTEM:You want 1 room for 1 day at Ace Hotel Seattle in Seattle on March 10th, correct?
USER:No, I need two rooms for March 6th.
SYSTEM:You want 2 rooms for an arrival date of March 6th, correct?
USER:That is right.
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-06', 'destination': 'Seattle', 'hotel_name': 'Ace Hotel Seattle', 'number_of_days': '1', 'number_of_rooms': '2'}}]
",['Music_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-06', 'destination': 'Seattle', 'hotel_name': 'Ace Hotel Seattle', 'number_of_days': '1', 'number_of_rooms': '2'}}]"
82_00020,"USER:I need a hotel room please.
SYSTEM:In what city please?
USER:I need it in Sacramento.
SYSTEM:How about the 1 star Best Western Plus Sutter House?
USER:How much is that?
SYSTEM:It's $64 per night.
USER:I'd like to book that hotel room.
SYSTEM:For how long? And will you checking in March 3rd?
USER:I want two rooms for 3 days on the 9th of March.
SYSTEM:Confirming 2 rooms for 3 days on March 9th at Best Western Plus Sutter House in Sacramento.
USER:Correct, thank you.
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-09', 'destination': 'Sacramento', 'hotel_name': 'Best Western Plus Sutter House', 'number_of_days': '3', 'number_of_rooms': '2'}}]
",['Music_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-09', 'destination': 'Sacramento', 'hotel_name': 'Best Western Plus Sutter House', 'number_of_days': '3', 'number_of_rooms': '2'}}]"
82_00021,"USER:I would need 2 rooms at a three star hotel in philadelphia.
SYSTEM:There is a lovely 3 star hotel called aka university city.
USER:Where is it located and what is the phone number?
SYSTEM:The number is +1 215-372-9000 and it located at cira centre south, 2929 walnut street.
USER:That would be fine.
SYSTEM:You would like to reserve a room there?
USER:I want to reserve the hotel room now.
SYSTEM:For how many days?
USER:For 2 days starting from the 12th of this month.
SYSTEM:You would like 2 rooms at aka university city in philadelphia for march 12th for 2 days?
USER:Yes, that would be fine.
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-12', 'destination': 'Philadelphia', 'hotel_name': 'Aka University City', 'number_of_days': '2', 'number_of_rooms': '2'}}]
",['Music_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-12', 'destination': 'Philadelphia', 'hotel_name': 'Aka University City', 'number_of_days': '2', 'number_of_rooms': '2'}}]"
82_00023,"USER:Hi there, could you help me search for a one start hotel in SD to stay in?
SYSTEM:Sure, how about a 1 star hotel called Bahia Resort Hotel?
USER:May I have their contact number please?
SYSTEM:Yes, you can contact them at +1 858-539-8666.
USER:I see, that sounds great!
SYSTEM:Would you like a reservation there?
USER:Not now, perhaps at a later time.
SYSTEM:Sure, do you need further assistance?
USER:Could you make a reservation for one room at the hotel mentioned previously?
SYSTEM:Sure thing, how many days would you like to stay there for?
USER:Just one day will do.
SYSTEM:Will you be checking in on March 4th?
USER:No, could you check me in on the 8th instead.
SYSTEM:Sure, please confirm your reservation for 1 room at Bahia Resort Hotel in San Diego from March 8th for a total of 1 day.
USER:Sure, I am fine with that.
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-08', 'destination': 'San Diego', 'hotel_name': 'Bahia Resort Hotel', 'number_of_days': '1', 'number_of_rooms': '1'}}]
",['Music_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-08', 'destination': 'San Diego', 'hotel_name': 'Bahia Resort Hotel', 'number_of_days': '1', 'number_of_rooms': '1'}}]"
82_00025,"USER:I need to find 2 hotel rooms please.
SYSTEM:Where would you like to stay?
USER:I need something in New York?
SYSTEM:How about 1 Hotel Brooklyn Bridge, which is rated 4 stars?
USER:Where are they? And have they got wifi?
SYSTEM:Yes, they have wifi and they're located at 60 Furman Street, Brooklyn.
USER:What other 3 star hotels do you have? I just want 1 room.
SYSTEM:How about 1 Hotel Central Park, which has 3 stars?
USER:I want to book that hotel room.
SYSTEM:Are you planning on a March 2nd check in?
USER:No, next Tuesday for 4 days.
SYSTEM:Confirming a reservation for 1 at 1 Hotel Central Park in New York on March 5th for 4 days.
USER:Thank you very much.
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'destination': 'New York', 'hotel_name': '1 Hotel Central Park', 'number_of_days': '4', 'number_of_rooms': '1'}}]
",['Music_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'destination': 'New York', 'hotel_name': '1 Hotel Central Park', 'number_of_days': '4', 'number_of_rooms': '1'}}]"
82_00027,"USER:I would like to book a room in a one star hotel that has wifi.
SYSTEM:In which city would you like your hotel room?
USER:I would like a room in NY.
SYSTEM:1 Hotel Brooklyn Bridge is 1 star hotel.
USER:Yes, that sounds good.
SYSTEM:Would you like to book a room?
USER:Yes, not at the moment.
SYSTEM:Can I help with something else?
USER:I would like to book that hotel room now.
SYSTEM:How many days would you like the room?
USER:I want the room for 3 days.
SYSTEM:Is the check in date March 2nd?
USER:The check in date is March 9th.
SYSTEM:Booking 1 room at 1 Hotel Brooklyn Bridge on March 9th for 3 days in New York.
USER:Yes, that is perfect.
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-09', 'destination': 'New York', 'hotel_name': '1 Hotel Brooklyn Bridge', 'number_of_days': '3', 'number_of_rooms': '1'}}]
",['Music_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-09', 'destination': 'New York', 'hotel_name': '1 Hotel Brooklyn Bridge', 'number_of_days': '3', 'number_of_rooms': '1'}}]"
82_00032,"USER:i am looking for a hotel room with wifi
SYSTEM:what city are you staying
USER:i want to stay in ny
SYSTEM:i found 10 4 star hotels that matches your criteria. what about 1 hotel brooklyn bridge
USER:please book the hotel room for me
SYSTEM:how many days are you staying ? are you checking in on march 8th
USER:i am looking for 1 room stay for 1 day check in on march 12th
SYSTEM:please confirm your booking for 1 room 1 day with 1 hotel brooklyn bridge in new york on march 12th
USER:no, i want to check in on 10th of march
SYSTEM:please confirm your check in on march 10th with 1 hotel brooklyn bridge
USER:yes please
[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-10', 'destination': 'New York', 'hotel_name': '1 Hotel Brooklyn Bridge', 'number_of_days': '1', 'number_of_rooms': '1'}}]
",['Music_1'],"['SearchHotel', 'ReserveHotel']","[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-10', 'destination': 'New York', 'hotel_name': '1 Hotel Brooklyn Bridge', 'number_of_days': '1', 'number_of_rooms': '1'}}]"
