dialogue_id,conversation,services,intent,service_calls
80_00022,"USER:I'd also like to know what restraurants are around there? How about Persian, something economical.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Jose', 'cuisine': 'Mediterranean', 'price_range': 'moderate'}}]"
80_00023,"USER:Yeah I'd also like to find a restaurant near there.
SYSTEM:What kind of food are you looking for?
USER:I think some California style food would be great.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'St. Helena', 'cuisine': 'California'}}]"
80_00029,"USER:I also want a restaurant there.
SYSTEM:What type of food do you want? Would you like Italian or Indian food?
USER:I want some sushi.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Santa Rosa', 'cuisine': 'Sushi'}}]"
80_00030,"USER:I want to find a restaurant also.
SYSTEM:What kind of food? Mexican, Indian, etc.?
USER:I want to find some curry.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Jose', 'cuisine': 'Indian'}}]"
80_00031,"USER:Thank you. I would now like to find a restaurant nearby.
SYSTEM:Wouls you like Indian or Chinese, or perhaps another kind of cuisine?
USER:I would prefer something affordable, and a place that serves lobster.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Francisco', 'cuisine': 'Seafood', 'price_range': 'moderate'}}]"
80_00032,"USER:Please find me a restaurant there.
SYSTEM:What kind of food?
USER:I like Afghan.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Livermore', 'cuisine': 'Afghan'}}]"
80_00033,"USER:I also like to search a restaurant there.
SYSTEM:What type of food you searching for? like indian, Chinese or other than that.
USER:French type of food will be perfect for me.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Francisco', 'cuisine': 'French'}}]"
80_00034,"USER:I also want to find a restaurant near there.
SYSTEM:What kind of restaurant? Indian, Chinese, or something else?
USER:Can you find me a reasonably priced Thai restaurant?
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Francisco', 'cuisine': 'Thai', 'price_range': 'moderate'}}]"
80_00035,"USER:Please find me a restaurant that's not very costly there.
SYSTEM:Did you have a particular cuisine, such as Chinese, Indian or anything else in mind?
USER:I'm in love with Parisian food.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Walnut Creek', 'cuisine': 'French', 'price_range': 'moderate'}}]"
80_00037,"USER:Could you help me find places I can dine in at that area?
SYSTEM:Any food preferences you might have?
USER:A light meal will suffice for me.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Santa Clara', 'cuisine': 'Tapas'}}]"
80_00038,"USER:Can you find a Bistro restaurant in the area?
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Novato', 'cuisine': 'Bistro'}}]"
80_00040,"USER:I require to find a low-cost restaurant which also serves alcohol
SYSTEM:What is your preferred food type- Indian, Chinese or anything else?
USER:For me some breakfast type of food is perfect.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Jose', 'cuisine': 'Breakfast', 'price_range': 'inexpensive', 'serves_alcohol': 'True'}}]"
80_00044,"USER:I would also find a restaurant.
SYSTEM:What type of food would you like?
USER:Vegetarian food would be great.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Antioch', 'cuisine': 'Vegetarian'}}]"
80_00045,"USER:I need to find a restaurant for Burmese kind of food
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Daly City', 'cuisine': 'Burmese'}}]"
80_00049,"USER:Can you recommend a restaurant in that area?
SYSTEM:What type of cuisine are you hungry for?
USER:I'd like a light meal.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Livermore', 'cuisine': 'Brunch'}}]"
80_00053,"USER:find some restaurant over there?
SYSTEM:what kind of food are you search for?
USER:some pizza kind of food will be comfortable for me.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Napa', 'cuisine': 'Italian'}}]"
80_00054,"USER:Cool, I'd also like to find a restaurant there to eat at.
SYSTEM:What type of cuisine are you feeling tonight?
USER:I think Filipino would be delicious.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Vacaville', 'cuisine': 'Filipino'}}]"
80_00055,"USER:I was thinking that since I'm there, I better reserve a table at a restaurant with affordable prices and where I can buy alcohol. Pizza and pasta food would be nice
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Santa Rosa', 'cuisine': 'Italian', 'price_range': 'moderate', 'serves_alcohol': 'True'}}]"
77_00002,"USER:I'm also looking for a restaurant around there, intermediate priced.
SYSTEM:What kind of food would you like?
USER:I'm looking for Oriental food.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Carlos', 'cuisine': 'Asian', 'price_range': 'moderate'}}]"
77_00007,"USER:I want to find a barbecue restaurant and don't care the price.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Francisco', 'cuisine': 'American'}}]"
77_00008,"USER:Italian food that is intermediate priced
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Burlingame', 'cuisine': 'Italian', 'price_range': 'moderate'}}]"
77_00010,"USER:Thanks much. Please can you find some good restaurant over there.
SYSTEM:Do you prefer to have Indian, Chinese, American or any other cuisine?
USER:I wish to have Halal kind of food, mostly meat.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Fremont', 'cuisine': 'Halal'}}]"
77_00011,"USER:Will you find a restaurant there
SYSTEM:Any preference?
USER:Pizza and Pasta.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Menlo Park', 'cuisine': 'Italian'}}]"
77_00012,"USER:I want a restaurant
SYSTEM:what food do you want?
USER:I want spicy indian
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Francisco', 'cuisine': 'Indian'}}]"
77_00013,"USER:I want to find an average priced Latin American food place.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Pleasanton', 'cuisine': 'Mexican', 'price_range': 'moderate', 'serves_alcohol': 'True'}}]"
77_00014,"USER:I need an economical priced restaurant to eat at there too.
SYSTEM:Do you like American, Indian, or some other type of food?
USER:I am in the mood for some Pizza.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Livermore', 'cuisine': 'Italian', 'price_range': 'moderate'}}]"
77_00015,"USER:Thanks for that. Now I want to search for a restaurant there, can you help me to find the one?
SYSTEM:Yes, what is your favorite category of food?
USER:I would prefer European kind of food.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Francisco', 'cuisine': 'European'}}]"
77_00017,"USER:I want to find a restaurant now please
SYSTEM:OK, what kind? Mexican, Italian, or something else?
USER:I want some Asian Fusion cuisine!
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Francisco', 'cuisine': 'Asian'}}]"
77_00018,"USER:I'd like to search for a diner there, preferably low-cost priced and with live music.
SYSTEM:What type of cuisine are you searching for?
USER:A type of sandwich cuisine would be wonderful.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Jose', 'cuisine': 'Sandwich', 'has_live_music': 'True', 'price_range': 'inexpensive'}}]"
77_00020,"USER:I also want to eat somewhere. I want alcohol and don't have a price preference.
SYSTEM:What kind of food?
USER:Ramen is so good!
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Palo Alto', 'cuisine': 'Japanese', 'serves_alcohol': 'True'}}]"
77_00022,"USER:I want to eat at an economical priced Sichuan restaurant after the appointment.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Milpitas', 'cuisine': 'Chinese', 'price_range': 'moderate'}}]"
77_00026,"USER:Can you find me a nice restaurant to eat?
SYSTEM:What is you preferred kind of food?
USER:I would prefer some Pasta kind of food.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Jose', 'cuisine': 'Italian'}}]"
77_00028,"USER:I see, could you help me find a restaurant in that area too?
SYSTEM:Sure, any preference on the type of food you would like, such as Italian or Mexican food?
USER:A restaurant which serves up some lobster is great!
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Castro Valley', 'cuisine': 'Seafood'}}]"
77_00029,"USER:I'd like to find a good Ramen restaurant there.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Francisco', 'cuisine': 'Japanese'}}]"
77_00031,"USER:I'd also like to look for a diner there.
SYSTEM:What sort of cuisine are you searching for?
USER:I'd love to have some barbecue type of food.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Los Gatos', 'cuisine': 'Barbecue'}}]"
77_00032,"USER:I want to find a restaurant.
SYSTEM:What kind of food? American, Italian, etc.?
USER:I want to find pizza.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Corte Madera', 'cuisine': 'Italian'}}]"
77_00035,"USER:Find me a place to eat nearby.
SYSTEM:What type of food do you like?
USER:I am craving some Korean Hot pot food.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Burlingame', 'cuisine': 'Korean'}}]"
77_00037,"USER:I would like a restaurant near there as well.
SYSTEM:What type of food?
USER:Some Breakfast & Brunch please.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Palo Alto', 'cuisine': 'Brunch'}}]"
77_00038,"USER:find me a not very costly restaurnat with ramen food.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Jose', 'cuisine': 'Japanese', 'price_range': 'moderate'}}]"
77_00039,"USER:I want to find a low priced restaurant.
SYSTEM:What kind of food?
USER:I want to find dumplings.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'San Francisco', 'cuisine': 'Chinese', 'price_range': 'inexpensive'}}]"
77_00044,"USER:Can you find me a restaurant around there?
SYSTEM:What kind of restaurant would you like?
USER:I'm in the mood for Italian.
",['Restaurants_1'],['FindRestaurants'],"[{'method': 'FindRestaurants', 'parameters': {'city': 'Oakland', 'cuisine': 'Italian'}}]"
80_00002,"USER:Now I'd like to find an Asian Fusion restaurant nearby.
SYSTEM:There is 1 restaurant that you'd like that in Castro Valley called Katsu.
USER:What is their phone number and address?
SYSTEM:Their number is 510-889-6084 and their address is 20861 Redwood Road.
USER:Perfect. I'd like to make a reservation.
SYSTEM:What time do you need the reservation for?
USER:I'd like to book for March 1st at seven pm.
SYSTEM:Okay sure. So you'd like to book a table for 2 at Katsu in Castro Valley on March 1st at 7 pm.
USER:That sounds great.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Castro Valley', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Katsu', 'time': '19:00'}}]"
80_00003,"USER:I will need to get a bite to eat when I get there.
SYSTEM:What type of cuisine?
USER:I want to eat noodles.
SYSTEM:The Inchin's bamboo garden is a lovely restaurant in san ramon.
USER:Would you like to make a reservation for 1 at 18:00?
SYSTEM:You would like a table for 1 at inchin's bamboo garden in san ramon for 6 pm on March 1st?
USER:Yes, that would be great. Is there live music and what is the address?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Ramon', 'date': '2019-03-01', 'party_size': '1', 'restaurant_name': ""Inchin's Bamboo Garden"", 'time': '18:00'}}]"
80_00004,"SYSTEM:I found 5 restaurants. Caffe Delle Stelle Restaurant is located in Walnut Creek.
USER:Sounds good. I want to make a reservation for three.
SYSTEM:What time?
USER:I want to make it for the evening 7.
SYSTEM:Please confirm: a table for 3 at Caffe Delle Stelle Restaurant in Walnut Creek on March 1st at 7 pm.
USER:Yes, sounds good.
",['Restaurants_1'],['ReserveRestaurant'],"[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Walnut Creek', 'date': '2019-03-01', 'party_size': '3', 'restaurant_name': 'Caffe Delle Stelle Restaurant', 'time': '19:00'}}]"
80_00005,"USER:Yes please, could you help to find a restaurant to dine in?
SYSTEM:Do you have any preference on the type of food you would like, such as Chinese or Mexican?
USER:I would prefer some Southern food at a place which plays live music please.
SYSTEM:Great, how about Hukilau which is located in the San Jose area?
USER:That looks great to me! Could you make a reservation there?
SYSTEM:What time would you like the reservation to be?
USER:I will be dining in at 19:15.
SYSTEM:Please confirm your reservation for 2 at HuKilau in San Jose at 7:15 pm on March 1st.
USER:Yes, this is fine for me.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Jose', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Hukilau', 'time': '19:15'}}]"
80_00009,"SYSTEM:Sure. Do you prefer a particular type of food - Italian, Mexican or something else?
USER:A place where I can get a Healthy meal that I won't feel guilty about after I eat.
SYSTEM:Okay. There is 1 restaurant in Daly City you might like called McDonald's.
USER:Yeah? Is live music and liquor on tap?
SYSTEM:They do feature live music but no alcohol is served.
USER:All right. Let's go ahead and reserve a table there for March 1st.
SYSTEM:What's the time you want for your reservation?
USER:I'm looking at 7 in the evening.
SYSTEM:Got it. Are you ready to confirm a reservation for 2 at McDonald's in Daly City on March 1st at 7 pm?
USER:Yes, confirm that, please, and give me their street location and phone number.
",['Restaurants_1'],['ReserveRestaurant'],"[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Daly City', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': ""Mcdonald's"", 'time': '19:00'}}]"
80_00010,"USER:Ok, thanks. Can you see what restaurants are around there also?
SYSTEM:Sure, what kind of food do you want?
USER:I'm just looking for a light meal, and any price range is fine.
SYSTEM:Ok. It looks like Gochi Cupertino is a popular restaurant in Cupertino. How about that?
USER:Maybe, do they have live music?
SYSTEM:No, they don't.
USER:Ok, that's fine. Can you make a reservation for 4 people there this Saturday?
SYSTEM:Ok, what time?
USER:Can you make it for one in the afternoon?
SYSTEM:Sure. To confirm, you want to make a reservation for 4 people at Gochi Cupertino in Cupertino on March 2nd at 1 pm. Is that right?
USER:Yes, that's perfect.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Cupertino', 'date': '2019-03-02', 'party_size': '4', 'restaurant_name': 'Gochi Cupertino', 'time': '13:00'}}]"
80_00011,"SYSTEM:You could try Bistro 10un, which is a good restaurant in San Francisco.
USER:Yeah, that sounds good. Can you book me a table there for one person at 18:30?
SYSTEM:Of course, confirming a table for 1 at Bistro 10un in San Francisco on March 1st at 6:30 pm.
USER:Actually, can you make it 6:45 in the evening, please?
SYSTEM:Sure, reserving a table at 6:45 pm on March 1st.
USER:That's great. Can you give me their phone number and address?
",['Restaurants_1'],['ReserveRestaurant'],"[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '1', 'restaurant_name': 'Bistro 10un', 'time': '18:45'}}]"
80_00013,"USER:Can you also find me a restaurant near there?
SYSTEM:What kind of food would you like me to look for?
USER:Find me some American food.
SYSTEM:There is a nice restaurant called 1760 located in San Francisco.
USER:That sounds great, can you make me a reservation for one in the evening 5:45 on the 13th.
SYSTEM:Okay, please confirm your reservation for 1 at 1760 restaurant in San Francisco at 5:45 pm on March 13th.
USER:Yes that all sounds correct.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-13', 'party_size': '1', 'restaurant_name': '1760', 'time': '17:45'}}]"
80_00015,"SYSTEM:There is a good restaurant in Lafayette called Great Wall Restaurant.
USER:Do they have live music? What is the phone number?
SYSTEM:They don't do live music. Their number is 925-284-3500.
USER:That is perfect. Please make a reservation for one person on the 5th at evening 4:45.
SYSTEM:Please confirm you want a reservation for 1 person at Great Wall Restaurant in Lafayette on March 5th at 4:45 pm.
USER:That is correct.
",['Restaurants_1'],['ReserveRestaurant'],"[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Lafayette', 'date': '2019-03-05', 'party_size': '1', 'restaurant_name': 'Great Wall Restaurant', 'time': '16:45'}}]"
80_00016,"SYSTEM:Is there a specific cuisine you like, for example Indian, American, or anything else?
USER:I really enjoy Pasta.
SYSTEM:54 Mint Ristorante Italiano in San Francisco is nice.
USER:What are their prices like?
SYSTEM:There are priced in the moderate range.
USER:Okay, cool. Please book em a table.
SYSTEM:What time do you want the table.
USER:I want it at seven pm.
SYSTEM:I'll book you a table for 2 at 54 Mint Ristorante Italiano in San Francisco for March 1st at 7 pm, is that correct?
USER:Yeah, please book it. Do you have their address, and is there live music there?
",['Restaurants_1'],['ReserveRestaurant'],"[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': '54 Mint Ristorante Italiano', 'time': '19:00'}}]"
80_00017,"SYSTEM:I was able to find 1 place called The House, located in San Francisco.
USER:Great, can you make me a reservation at that restaurant for 5:15 pm on the 10th?
SYSTEM:Sure before I proceed, please verify the information I have. You would like a reservation for 2 at The House, located in San Francisco, at 5:15 pm, on March 10th. Is that correct?
USER:Yes, can I also have their phone number and address?
",['Restaurants_1'],['ReserveRestaurant'],"[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-10', 'party_size': '2', 'restaurant_name': 'The House', 'time': '17:15'}}]"
80_00018,"SYSTEM:Sure thing. What kind of food are you looking for?
USER:I'd really like to find a good Pizza place around there.
SYSTEM:I found 1 pizza place in Los Altos you may like. How about Aldo Los Altos? I hear it's really good.
USER:What's the address? They got live music by any chance?
SYSTEM:No, they don't have any live music sorry. Their address is 388 Main Street.
USER:Okay, thanks that works for me. I'd like to go ahead and make a reservation. Can you get me a table for 4 on the 5th of March?
SYSTEM:No problem. What time would you like to reserve a table?
USER:Make it in the evening 4:45.
SYSTEM:Okay, please confirm the following details for me: Booking a table for 4 at Aldo Los Altos in Los Altos on March 5th at 4:45 pm. Is this correct?
USER:Yup, that's right. Thanks.
",['Restaurants_1'],['ReserveRestaurant'],"[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Los Altos', 'date': '2019-03-05', 'party_size': '4', 'restaurant_name': 'Aldo Los Altos', 'time': '16:45'}}]"
80_00019,"USER:I also need to find a restaurant there.
SYSTEM:Is there any kind of food you are interested in? You can specify Italian, Chinese, or something else.
USER:American food would be ideal for me.
SYSTEM:I have located 6 restaurants. There is a nice one in Redwood City called Aly's on Main.
USER:Are there other restaurants that you can suggest? I would like a place that serves alcohol and is afforadable priced.
SYSTEM:A good restaurant in Redwood City is Scroll Bar Waterside Kitchen.
USER:Are there any other restaurants you might suggest?
SYSTEM:The Striped Pig is a good restaurant that can be found in Redwood City.
USER:Yes, that works well for me. I would like to make a reservation at the restaurant.
SYSTEM:What time would you like the reservation to be for?
USER:Make the reservation for 6 pm.
SYSTEM:Okay, confirm these details: You would like to book a table for 2 at 6 pm on March 1st at The Striped Pig in Redwood City.
USER:Yes that is fine with me.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Redwood City', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'The Striped Pig', 'time': '18:00'}}]"
80_00020,"SYSTEM:Do you have a specific food you want?
USER:I'm in the mood for Seafood.
SYSTEM:There's Akiko's Sushi Bar in San Francisco, which is nice.
USER:That sounds good. Please make a reservation for two for 18:30.
SYSTEM:You'd like a reservation for 2 people for 6:30 pm at Akiko's Sushi Bar in San Francisco on March 1st, is that correct?
USER:That is correct, yes.
",['Restaurants_1'],['ReserveRestaurant'],"[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': ""Akiko's Sushi Bar"", 'time': '18:30'}}]"
80_00023,"USER:Yeah I'd also like to find a restaurant near there.
SYSTEM:What kind of food are you looking for?
USER:I think some California style food would be great.
SYSTEM:There is the Acacia House By Chris Cosentino which is located in St. Helena.
USER:Can you find something else, I'm looking for something in a bit more lavish price range.
SYSTEM:I've found 1 more restaurant. How about The Grill At Meadowood which is a nice restaurant in St. Helena.
USER:That sounds good to me. I'd like to make a reservation there for two at 7:45 in the evening on the 14th.
SYSTEM:Please confirm if the following is correct. You'd like to book a table for 2 at The Grill At Meadowood in St. Helena at 7:45 pm on March 14th.
USER:Yup thats all correct.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'St. Helena', 'date': '2019-03-14', 'party_size': '2', 'restaurant_name': 'The Grill At Meadowood', 'time': '19:45'}}]"
80_00024,"SYSTEM:What kind of food do you want? Chinese, Mexican, etc.?
USER:Malaysian food sounds good.
SYSTEM:Sea Noodle Bar is located in Santa Rosa.
USER:Any other restaurants?
SYSTEM:Sea Thai Bistro is located in Santa Rosa.
USER:Yes, that works. I want to make a reservation.
SYSTEM:What time would you like the reservation for?
USER:I want to make it for quarter past 11 in the morning.
SYSTEM:Please confirm: a table for 2 at Sea Thai Bistro in Santa Rosa on March 1st at 11:15 am.
USER:Yes, that works. Is it pricey? Is there live music?
",['Restaurants_1'],['ReserveRestaurant'],"[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Santa Rosa', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Sea Thai Bistro', 'time': '11:15'}}]"
80_00027,"SYSTEM:What kind of food do you want to eat?
USER:I want to find some southern food.
SYSTEM:I found 1 restaurant. Leila By The Bay is located in Hercules.
USER:That sounds good. I want to make a reservation on March 13th in the evening 6:30.
SYSTEM:Please confirm: a table for 2 at Leila By The Bay in Hercules on March 13th at 6:30 pm.
USER:Yes, that's correct. What's the phone number? Is it expensive?
",['Restaurants_1'],['ReserveRestaurant'],"[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Hercules', 'date': '2019-03-13', 'party_size': '2', 'restaurant_name': 'Leila By The Bay', 'time': '18:30'}}]"
80_00028,"SYSTEM:Sure, do you like Italian, Indian, or what kind of food?
USER:Tacos sounds great right now. It can be any price.
SYSTEM:I found 4 places for you. Agave Grill & Cantina is a good taco place in Concord.
USER:Okay, that sounds good. I want to book a table there for 1 person.
SYSTEM:What time would you like to eat?
USER:In the evening 7:15.
SYSTEM:Okay, please confirm: table for 1 at Agave Grill & Cantina in Concord, at 7:15 pm on March 1st.
USER:That sounds good to me. Can you see if they have live music ever? Also, I need their contact number.
",['Restaurants_1'],['ReserveRestaurant'],"[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Concord', 'date': '2019-03-01', 'party_size': '1', 'restaurant_name': 'Agave Grill & Cantina', 'time': '19:15'}}]"
80_00030,"USER:I want to find a restaurant also.
SYSTEM:What kind of food? Mexican, Indian, etc.?
USER:I want to find some curry.
SYSTEM:8elements is a restaurant in San Jose.
USER:Is it pricey?
SYSTEM:The price range is moderate.
USER:Sounds good. I want to make a reservation.
SYSTEM:What time?
USER:Make it for seven pm.
SYSTEM:Please confirm: a table for 2 at 8elements in San Jose on March 1st at 7 pm.
USER:Yes, sounds good.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Jose', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': '8elements', 'time': '19:00'}}]"
